Pathway,MM1,MM2,MM3,MM4,MV1,MV2,MV3,UM1,UM2,UM3,UM4,UM5
PWY-6842: glutathione-mediated detoxification II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6855: chitin degradation I (archaea)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6857: retinol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6859: all-trans-farnesol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,1
PWY-6861: the visual cycle I (vertebrates)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6863: pyruvate fermentation to hexanol|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6876: isopropanol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6883: pyruvate fermentation to butanol II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6886: 1-butanol autotrophic biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6887: kauralexin biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6887: kauralexin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6891: thiazole biosynthesis II (Bacillus)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6895: superpathway of thiamin diphosphate biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6897: thiamin salvage II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6901: superpathway of glucose and xylose degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6906: chitin derivatives degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6915: pentalenolactone biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6919: neopentalenoketolactone and pentalenate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6920: 6-gingerol analog biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6922: L-N&delta;-acetylornithine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6928: superpathway of cholesterol degradation I (cholesterol oxidase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6936: seleno-amino acid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6937: superpathway of testosterone and androsterone degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6940: icosapentaenoate biosynthesis III (fungi)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6944: androstenedione degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6945: cholesterol degradation to androstenedione I (cholesterol oxidase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6946: cholesterol degradation to androstenedione II (cholesterol dehydrogenase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6947: superpathway of cholesterol degradation II (cholesterol dehydrogenase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6948: sitosterol degradation to androstenedione|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-6954: superpathway of aromatic compound degradation via 2-oxopent-4-enoate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6956: naphthalene degradation to acetyl-CoA|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6957: mandelate degradation to acetyl-CoA|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6958: icosapentaenoate biosynthesis I (lower eukaryotes)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-6971: oleandomycin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6973: dTDP-D-olivose, dTDP-D-oliose and dTDP-D-mycarose biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,100
PWY-6974: dTDP-L-olivose biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-6975: superpathway of erythromycin biosynthesis (without sugar biosynthesis),0,0,0,0,0,0,0,0,0,0,0,0
PWY-6975: superpathway of erythromycin biosynthesis (without sugar biosynthesis)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6976: dTDP-L-mycarose biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6978: plastoquinol-9 biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6981: chitin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6984: lipoate salvage II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6989: (-)-camphor degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-699: brassinosteroid biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6992: 1,5-anhydrofructose degradation|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-6993: nicotine degradation II (pyrrolidine pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6999: theophylline degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7000: kanamycin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7002: 4-hydroxyacetophenone degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7003: glycerol degradation to butanol|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7006: 4-amino-3-hydroxybenzoate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7007: methyl ketone biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7013: L-1,2-propanediol degradation|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7014: paromamine biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7022: paromamine biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7024: superpathway of the 3-hydroxypropanoate cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7036: very long chain fatty acid biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7039: phosphatidate metabolism, as a signaling molecule|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7043: 11-cis-3-hydroxyretinal biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7044: 5-nitroanthranilate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7046: 4-coumarate degradation (anaerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7049: icosapentaenoate biosynthesis II (metazoa)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7050: icosapentaenoate biosynthesis IV (bacteria)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7053: docosahexaenoate biosynthesis I (lower eukaryotes)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7077: N-acetyl-D-galactosamine degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7084: nitrifier denitrification|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7094: fatty acid salvage|unclassified,0,0,0,0,0,0,0,0,0,0,0,63
PWY-7097: vanillin and vanillate degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7098: vanillin and vanillate degradation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7102: bisabolene biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7104: dTDP-L-megosamine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7106: erythromycin D biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7112: 4-hydroxy-2-nonenal detoxification|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|unclassified",0,0,0,0,0,0,0,0,0,0,0,19
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified",0,0,0,0,0,0,0,0,0,0,0,18
PWY-7118: chitin degradation to ethanol|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7124: ethylene biosynthesis V (engineered)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7130: L-glucose degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7138: noscapine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7154: ergosterol biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7155: 7-dehydroporiferasterol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7159: chlorophyllide a biosynthesis III (aerobic, light independent)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7165: L-ascorbate biosynthesis VI (engineered pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7169: hyperxanthone E biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7174: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7185: UTP and CTP dephosphorylation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7186: superpathway of scopolin and esculin biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7186: superpathway of scopolin and esculin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified,0,0,0,0,0,0,0,0,0,0,0,31
PWY-7209: superpathway of pyrimidine ribonucleosides degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,67
PWY-7212: baicalein metabolism|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-722: nicotinate degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7230: ubiquinol-6 biosynthesis from 4-aminobenzoate (eukaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7233: ubiquinol-6 bypass biosynthesis (eukaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified",0,0,0,0,0,0,0,0,0,0,0,100
PWY-7238: sucrose biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified",0,0,0,0,0,0,0,0,0,0,0,94
PWY-7242: D-fructuronate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7248: pectin degradation III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7254: TCA cycle VII (acetate-producers)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7268: NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7270: L-methionine salvage cycle II (plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7274: D-cycloserine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7277: sphingolipid biosynthesis (mammals)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7289: L-cysteine biosynthesis V|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7294: xylose degradation IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7295: L-arabinose degradation IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7300: ecdysone and 20-hydroxyecdysone biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7301: dTDP-&beta;-L-noviose biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,79
PWY-7303: 3-dimethylallyl-4-hydroxybenzoate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7305: superpathway of steroid hormone biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7312: dTDP-D-&beta;-fucofuranose biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7316: dTDP-N-acetylviosamine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,54
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7339: 10-trans-heptadecenoyl-CoA degradation (MFE-dependent, yeast)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7341: superpathway of hyoscyamine and scopolamine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7342: superpathway of nicotine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7345: superpathway of anaerobic sucrose degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7347: sucrose biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-735: jasmonic acid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7352: daunorubicin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7377: cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified",0,0,0,0,0,0,0,0,0,0,0,29
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7391: isoprene biosynthesis II (engineered)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7392: taxadiene biosynthesis (engineered)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7395: D-galactosamine and N-acetyl-D-galactosamine degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7396: butanol and isobutanol biosynthesis (engineered)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7397: naringenin biosynthesis (engineered)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7398: coumarins biosynthesis (engineered)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7401: crotonate fermentation (to acetate and cyclohexane carboxylate)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7405: aurachin RE biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7407: aurachin A, B, C and D biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7411: superpathway of phosphatidate biosynthesis (yeast)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7412: mycinamicin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7413: dTDP-6-deoxy-&alpha;-D-allose biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7419: FR-900098 and FR-33289 antibiotics biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7431: aromatic biogenic amine degradation (bacteria)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7432: L-phenylalanine biosynthesis III (cytosolic, plants)|unclassified",0,0,0,0,0,0,0,0,0,0,0,60
PWY-7434: terminal O-glycans residues modification|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7438: superpathway of dTDP-glucose-derived antibiotic building blocks biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7440: dTDP-&beta;-L-4-epi-vancosamine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7456: mannan degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7476: superpathway avenacin A biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7480: 2,3-dihydroxybenzoate degradation|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7485: tetracenomycin C biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7490: patulin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7510: rhizocticin A and B biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7517: brassicicene C biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,45
PWY-7523: L-arginine degradation XII|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7527: L-methionine salvage cycle III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7528: L-methionine salvage cycle I (bacteria and plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7533: gliotoxin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7555: &alpha;-cyclopiazonate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7557: dehydrodiconiferyl alcohol degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7560: methylerythritol phosphate pathway II|unclassified,0,0,0,0,0,0,0,0,0,0,0,99
PWY-7571: ferrichrome A biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7574: propanoyl-CoA degradation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7575: superpathway of candicidin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7592: arachidonate biosynthesis III (metazoa)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7596: superpathway of stearidonate biosynthesis (cyanobacteria)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7601: arachidonate biosynthesis IV (8-detaturase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7602: icosapentaenoate biosynthesis V (&Delta;8 desaturase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7606: docosahexaenoate biosynthesis III (mammals)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7616: methanol oxidation to carbon dioxide|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7619: juniperonate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7636: astaxanthin biosynthesis (flowering plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-7656: Spodoptera littoralis pheromone biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7657: dTDP-&beta;-L-digitoxose biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7659: viridicatumtoxin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,74
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,24
PWY-882: L-ascorbate biosynthesis I (L-galactose pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-922: mevalonate pathway I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1061: superpathway of L-alanine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1261: anhydromuropeptides recycling|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1296: purine ribonucleosides degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1338: polymyxin resistance|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1479: tRNA processing|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,50
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY0-321: phenylacetate degradation I (aerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-41: allantoin degradation IV (anaerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-42: 2-methylcitrate cycle I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-781: aspartate superpathway|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
