"","LevelD","MM1","MM2","MM3","MM4","MV1","MV2","MV3","UM1","UM2","UM3","UM4","UM5","Order","LevelA","LevelB","LevelC_id","LevelC","LevelD_id","EC"
"1388","K00821",9418,7705,3011,1530,12255,3352,1558,8328,8025,9035,9680,13379,630,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","argD; acetylornithine/N-succinyldiaminopimelate aminotransferase ","[EC:2.6.1.11 2.6.1.17]									"
"1389","K00821",9418,7705,3011,1530,12255,3352,1558,8328,8025,9035,9680,13379,379,"Metabolism","Overview",1210,"2-Oxocarboxylic acid metabolism [PATH:ko01210]","argD; acetylornithine/N-succinyldiaminopimelate aminotransferase ","[EC:2.6.1.11 2.6.1.17]									"
"1390","K00821",9418,7705,3011,1530,12255,3352,1558,8328,8025,9035,9680,13379,4289,"Metabolism","Amino acid metabolism",300,"Lysine biosynthesis [PATH:ko00300]","argD; acetylornithine/N-succinyldiaminopimelate aminotransferase ","[EC:2.6.1.11 2.6.1.17]									"
"1391","K00822",1746,1535,722,277,2119,584,177,1613,1426,1738,1493,1617,4249,"Metabolism","Amino acid metabolism",280,"Valine leucine and isoleucine degradation [PATH:ko00280]","E2.6.1.18; beta-alanine--pyruvate transaminase ","[EC:2.6.1.18]									"
"1392","K00822",1746,1535,722,277,2119,584,177,1613,1426,1738,1493,1617,1915,"Metabolism","Carbohydrate metabolism",640,"Propanoate metabolism [PATH:ko00640]","E2.6.1.18; beta-alanine--pyruvate transaminase ","[EC:2.6.1.18]									"
"1393","K00822",1746,1535,722,277,2119,584,177,1613,1426,1738,1493,1617,4910,"Metabolism","Metabolism of other amino acids",410,"beta-Alanine metabolism [PATH:ko00410]","E2.6.1.18; beta-alanine--pyruvate transaminase ","[EC:2.6.1.18]									"
"1394","K00823",1756,1839,671,408,2298,731,268,1884,1279,1487,1722,1768,1912,"Metabolism","Carbohydrate metabolism",640,"Propanoate metabolism [PATH:ko00640]","puuE; 4-aminobutyrate aminotransferase ","[EC:2.6.1.19]									"
"1395","K00823",1756,1839,671,408,2298,731,268,1884,1279,1487,1722,1768,4885,"Metabolism","Metabolism of other amino acids",410,"beta-Alanine metabolism [PATH:ko00410]","puuE; 4-aminobutyrate aminotransferase ","[EC:2.6.1.19]									"
"1396","K00823",1756,1839,671,408,2298,731,268,1884,1279,1487,1722,1768,2007,"Metabolism","Carbohydrate metabolism",650,"Butanoate metabolism [PATH:ko00650]","puuE; 4-aminobutyrate aminotransferase ","[EC:2.6.1.19]									"
"1397","K00823",1756,1839,671,408,2298,731,268,1884,1279,1487,1722,1768,3981,"Metabolism","Amino acid metabolism",250,"Alanine aspartate and glutamate metabolism [PATH:ko00250]","puuE; 4-aminobutyrate aminotransferase ","[EC:2.6.1.19]									"
"1398","K00824",1233,1132,600,182,1784,502,197,1361,932,1236,1372,2432,4363,"Metabolism","Amino acid metabolism",310,"Lysine degradation [PATH:ko00310]","dat; D-alanine transaminase ","[EC:2.6.1.21]									"
"1399","K00824",1233,1132,600,182,1784,502,197,1361,932,1236,1372,2432,5054,"Metabolism","Metabolism of other amino acids",473,"D-Alanine metabolism [PATH:ko00473]","dat; D-alanine transaminase ","[EC:2.6.1.21]									"
"1400","K00824",1233,1132,600,182,1784,502,197,1361,932,1236,1372,2432,5047,"Metabolism","Metabolism of other amino acids",472,"D-Arginine and D-ornithine metabolism [PATH:ko00472]","dat; D-alanine transaminase ","[EC:2.6.1.21]									"
"1401","K00824",1233,1132,600,182,1784,502,197,1361,932,1236,1372,2432,4540,"Metabolism","Amino acid metabolism",330,"Arginine and proline metabolism [PATH:ko00330]","dat; D-alanine transaminase ","[EC:2.6.1.21]									"
"1402","K00824",1233,1132,600,182,1784,502,197,1361,932,1236,1372,2432,4716,"Metabolism","Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360]","dat; D-alanine transaminase ","[EC:2.6.1.21]									"
"1403","K00825",43,35,0,9,96,8,14,41,35,27,71,47,4334,"Metabolism","Amino acid metabolism",310,"Lysine degradation [PATH:ko00310]","AADAT	 KAT2; kynurenine/2-aminoadipate aminotransferase ","[EC:2.6.1.7 2.6.1.39]								"
"1404","K00825",43,35,0,9,96,8,14,41,35,27,71,47,4765,"Metabolism","Amino acid metabolism",380,"Tryptophan metabolism [PATH:ko00380]","AADAT	 KAT2; kynurenine/2-aminoadipate aminotransferase ","[EC:2.6.1.7 2.6.1.39]								"
"1405","K00825",43,35,0,9,96,8,14,41,35,27,71,47,4308,"Metabolism","Amino acid metabolism",300,"Lysine biosynthesis [PATH:ko00300]","AADAT	 KAT2; kynurenine/2-aminoadipate aminotransferase ","[EC:2.6.1.7 2.6.1.39]								"
"1406","K00825",43,35,0,9,96,8,14,41,35,27,71,47,382,"Metabolism","Overview",1210,"2-Oxocarboxylic acid metabolism [PATH:ko01210]","AADAT	 KAT2; kynurenine/2-aminoadipate aminotransferase ","[EC:2.6.1.7 2.6.1.39]								"
"1407","K00825",43,35,0,9,96,8,14,41,35,27,71,47,606,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","AADAT	 KAT2; kynurenine/2-aminoadipate aminotransferase ","[EC:2.6.1.7 2.6.1.39]								"
"1408","K00826",14327,12835,3772,3370,19942,5814,3251,14922,12893,13781,15803,21046,531,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","E2.6.1.42	 ilvE; branched-chain amino acid aminotransferase ","[EC:2.6.1.42]								"
"1409","K00826",14327,12835,3772,3370,19942,5814,3251,14922,12893,13781,15803,21046,4165,"Metabolism","Amino acid metabolism",270,"Cysteine and methionine metabolism [PATH:ko00270]","E2.6.1.42	 ilvE; branched-chain amino acid aminotransferase ","[EC:2.6.1.42]								"
"1410","K00826",14327,12835,3772,3370,19942,5814,3251,14922,12893,13781,15803,21046,4275,"Metabolism","Amino acid metabolism",290,"Valine leucine and isoleucine biosynthesis [PATH:ko00290]","E2.6.1.42	 ilvE; branched-chain amino acid aminotransferase ","[EC:2.6.1.42]								"
"1411","K00826",14327,12835,3772,3370,19942,5814,3251,14922,12893,13781,15803,21046,4195,"Metabolism","Amino acid metabolism",280,"Valine leucine and isoleucine degradation [PATH:ko00280]","E2.6.1.42	 ilvE; branched-chain amino acid aminotransferase ","[EC:2.6.1.42]								"
"1412","K00826",14327,12835,3772,3370,19942,5814,3251,14922,12893,13781,15803,21046,5640,"Metabolism","Metabolism of cofactors and vitamins",770,"Pantothenate and CoA biosynthesis [PATH:ko00770]","E2.6.1.42	 ilvE; branched-chain amino acid aminotransferase ","[EC:2.6.1.42]								"
"1413","K00826",14327,12835,3772,3370,19942,5814,3251,14922,12893,13781,15803,21046,401,"Metabolism","Overview",1210,"2-Oxocarboxylic acid metabolism [PATH:ko01210]","E2.6.1.42	 ilvE; branched-chain amino acid aminotransferase ","[EC:2.6.1.42]								"
"1414","K00827",668,496,319,157,830,156,50,437,533,560,660,935,4166,"Metabolism","Amino acid metabolism",270,"Cysteine and methionine metabolism [PATH:ko00270]","AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase ","[EC:2.6.1.44 2.6.1.40]									"
"1415","K00827",668,496,319,157,830,156,50,437,533,560,660,935,4055,"Metabolism","Amino acid metabolism",260,"Glycine serine and threonine metabolism [PATH:ko00260]","AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase ","[EC:2.6.1.44 2.6.1.40]									"
"1416","K00827",668,496,319,157,830,156,50,437,533,560,660,935,3962,"Metabolism","Amino acid metabolism",250,"Alanine aspartate and glutamate metabolism [PATH:ko00250]","AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase ","[EC:2.6.1.44 2.6.1.40]									"
"1417","K00830",2226,2225,640,355,4212,760,414,2268,2423,2131,2948,4177,2640,"Metabolism","Energy metabolism",680,"Methane metabolism [PATH:ko00680]","AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase ","[EC:2.6.1.44 2.6.1.45 2.6.1.51]									"
"1418","K00830",2226,2225,640,355,4212,760,414,2268,2423,2131,2948,4177,13969,"Cellular Processes","Transport and catabolism",4146,"Peroxisome [PATH:ko04146]","AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase ","[EC:2.6.1.44 2.6.1.45 2.6.1.51]									"
"1419","K00830",2226,2225,640,355,4212,760,414,2268,2423,2131,2948,4177,4054,"Metabolism","Amino acid metabolism",260,"Glycine serine and threonine metabolism [PATH:ko00260]","AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase ","[EC:2.6.1.44 2.6.1.45 2.6.1.51]									"
"1420","K00830",2226,2225,640,355,4212,760,414,2268,2423,2131,2948,4177,3961,"Metabolism","Amino acid metabolism",250,"Alanine aspartate and glutamate metabolism [PATH:ko00250]","AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase ","[EC:2.6.1.44 2.6.1.45 2.6.1.51]									"
"1421","K00830",2226,2225,640,355,4212,760,414,2268,2423,2131,2948,4177,1819,"Metabolism","Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase ","[EC:2.6.1.44 2.6.1.45 2.6.1.51]									"
"1422","K00830",2226,2225,640,355,4212,760,414,2268,2423,2131,2948,4177,301,"Metabolism","Overview",1200,"Carbon metabolism [PATH:ko01200]","AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase ","[EC:2.6.1.44 2.6.1.45 2.6.1.51]									"
"1423","K00831",13444,12578,4246,2414,16704,5603,1920,14396,12881,13631,12854,19944,307,"Metabolism","Overview",1200,"Carbon metabolism [PATH:ko01200]","serC	 PSAT1; phosphoserine aminotransferase ","[EC:2.6.1.52]								"
"1424","K00831",13444,12578,4246,2414,16704,5603,1920,14396,12881,13631,12854,19944,540,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","serC	 PSAT1; phosphoserine aminotransferase ","[EC:2.6.1.52]								"
"1425","K00831",13444,12578,4246,2414,16704,5603,1920,14396,12881,13631,12854,19944,4023,"Metabolism","Amino acid metabolism",260,"Glycine serine and threonine metabolism [PATH:ko00260]","serC	 PSAT1; phosphoserine aminotransferase ","[EC:2.6.1.52]								"
"1426","K00831",13444,12578,4246,2414,16704,5603,1920,14396,12881,13631,12854,19944,5537,"Metabolism","Metabolism of cofactors and vitamins",750,"Vitamin B6 metabolism [PATH:ko00750]","serC	 PSAT1; phosphoserine aminotransferase ","[EC:2.6.1.52]								"
"1427","K00831",13444,12578,4246,2414,16704,5603,1920,14396,12881,13631,12854,19944,2725,"Metabolism","Energy metabolism",680,"Methane metabolism [PATH:ko00680]","serC	 PSAT1; phosphoserine aminotransferase ","[EC:2.6.1.52]								"
"1428","K00832",4195,3815,1065,828,4999,1448,574,4160,3473,2934,3997,3784,4866,"Metabolism","Amino acid metabolism",400,"Phenylalanine tyrosine and tryptophan biosynthesis [PATH:ko00400]","tyrB; aromatic-amino-acid transaminase ","[EC:2.6.1.57]									"
"1429","K00832",4195,3815,1065,828,4999,1448,574,4160,3473,2934,3997,3784,4606,"Metabolism","Amino acid metabolism",350,"Tyrosine metabolism [PATH:ko00350]","tyrB; aromatic-amino-acid transaminase ","[EC:2.6.1.57]									"
"1430","K00832",4195,3815,1065,828,4999,1448,574,4160,3473,2934,3997,3784,4140,"Metabolism","Amino acid metabolism",270,"Cysteine and methionine metabolism [PATH:ko00270]","tyrB; aromatic-amino-acid transaminase ","[EC:2.6.1.57]									"
"1431","K00832",4195,3815,1065,828,4999,1448,574,4160,3473,2934,3997,3784,7054,"Metabolism","Biosynthesis of other secondary metabolites",401,"Novobiocin biosynthesis [PATH:ko00401]","tyrB; aromatic-amino-acid transaminase ","[EC:2.6.1.57]									"
"1432","K00832",4195,3815,1065,828,4999,1448,574,4160,3473,2934,3997,3784,6824,"Metabolism","Biosynthesis of other secondary metabolites",950,"Isoquinoline alkaloid biosynthesis [PATH:ko00950]","tyrB; aromatic-amino-acid transaminase ","[EC:2.6.1.57]									"
"1433","K00832",4195,3815,1065,828,4999,1448,574,4160,3473,2934,3997,3784,6870,"Metabolism","Biosynthesis of other secondary metabolites",960,"Tropane piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","tyrB; aromatic-amino-acid transaminase ","[EC:2.6.1.57]									"
"1434","K00832",4195,3815,1065,828,4999,1448,574,4160,3473,2934,3997,3784,4706,"Metabolism","Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360]","tyrB; aromatic-amino-acid transaminase ","[EC:2.6.1.57]									"
"1435","K00832",4195,3815,1065,828,4999,1448,574,4160,3473,2934,3997,3784,710,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","tyrB; aromatic-amino-acid transaminase ","[EC:2.6.1.57]									"
"1436","K00833",4154,4179,1423,966,5780,1859,1010,4553,3697,4346,4832,5511,5662,"Metabolism","Metabolism of cofactors and vitamins",780,"Biotin metabolism [PATH:ko00780]","bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase ","[EC:2.6.1.62]									"
"1437","K00835",0,0,0,0,0,0,0,0,0,0,79,0,4277,"Metabolism","Amino acid metabolism",290,"Valine leucine and isoleucine biosynthesis [PATH:ko00290]","avtA; valine--pyruvate aminotransferase ","[EC:2.6.1.66]									"
"1438","K00836",574,601,266,66,710,358,243,576,565,704,805,717,575,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","E2.6.1.76	 ectB; diaminobutyrate-2-oxoglutarate transaminase ","[EC:2.6.1.76]								"
"1439","K00836",574,601,266,66,710,358,243,576,565,704,805,717,4094,"Metabolism","Amino acid metabolism",260,"Glycine serine and threonine metabolism [PATH:ko00260]","E2.6.1.76	 ectB; diaminobutyrate-2-oxoglutarate transaminase ","[EC:2.6.1.76]								"
"1440","K00836",574,601,266,66,710,358,243,576,565,704,805,717,365,"Metabolism","Overview",1210,"2-Oxocarboxylic acid metabolism [PATH:ko01210]","E2.6.1.76	 ectB; diaminobutyrate-2-oxoglutarate transaminase ","[EC:2.6.1.76]								"
"1441","K00837",595,577,231,98,826,227,119,713,521,756,914,1116,17987,"","",NA,"","NO_NAME",""
"1442","K00838",52,59,12,0,56,0,24,42,65,38,74,53,4607,"Metabolism","Amino acid metabolism",350,"Tyrosine metabolism [PATH:ko00350]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1443","K00838",52,59,12,0,56,0,24,42,65,38,74,53,4141,"Metabolism","Amino acid metabolism",270,"Cysteine and methionine metabolism [PATH:ko00270]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1444","K00838",52,59,12,0,56,0,24,42,65,38,74,53,4309,"Metabolism","Amino acid metabolism",300,"Lysine biosynthesis [PATH:ko00300]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1445","K00838",52,59,12,0,56,0,24,42,65,38,74,53,6871,"Metabolism","Biosynthesis of other secondary metabolites",960,"Tropane piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1446","K00838",52,59,12,0,56,0,24,42,65,38,74,53,4867,"Metabolism","Amino acid metabolism",400,"Phenylalanine tyrosine and tryptophan biosynthesis [PATH:ko00400]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1447","K00838",52,59,12,0,56,0,24,42,65,38,74,53,7055,"Metabolism","Biosynthesis of other secondary metabolites",401,"Novobiocin biosynthesis [PATH:ko00401]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1448","K00838",52,59,12,0,56,0,24,42,65,38,74,53,4788,"Metabolism","Amino acid metabolism",380,"Tryptophan metabolism [PATH:ko00380]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1449","K00838",52,59,12,0,56,0,24,42,65,38,74,53,384,"Metabolism","Overview",1210,"2-Oxocarboxylic acid metabolism [PATH:ko01210]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1450","K00838",52,59,12,0,56,0,24,42,65,38,74,53,608,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1451","K00838",52,59,12,0,56,0,24,42,65,38,74,53,4707,"Metabolism","Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1452","K00838",52,59,12,0,56,0,24,42,65,38,74,53,5913,"Metabolism","Metabolism of cofactors and vitamins",130,"Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1453","K00838",52,59,12,0,56,0,24,42,65,38,74,53,6825,"Metabolism","Biosynthesis of other secondary metabolites",950,"Isoquinoline alkaloid biosynthesis [PATH:ko00950]","ARO8; aromatic amino acid aminotransferase I ","[EC:2.6.1.57 2.6.1.27 2.6.1.5]									"
"1454","K00839",1031,1268,283,167,1887,533,277,1575,1222,1320,1684,2112,3764,"Metabolism","Nucleotide metabolism",230,"Purine metabolism [PATH:ko00230]","pucG; (S)-ureidoglycine-glyoxylate aminotransferase ","[EC:2.6.1.-]									"
"1455","K00840",967,849,294,146,1199,370,172,751,831,834,799,1124,4505,"Metabolism","Amino acid metabolism",330,"Arginine and proline metabolism [PATH:ko00330]","astC; succinylornithine aminotransferase ","[EC:2.6.1.81]									"
"1456","K00841",307,209,108,49,341,99,44,406,284,393,445,502,652,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","patA; aminotransferase ","[EC:2.6.1.-]									"
"1457","K00841",307,209,108,49,341,99,44,406,284,393,445,502,4296,"Metabolism","Amino acid metabolism",300,"Lysine biosynthesis [PATH:ko00300]","patA; aminotransferase ","[EC:2.6.1.-]									"
"1458","K00844",76,6,8,0,217,28,14,82,41,49,72,116,6992,"Metabolism","Biosynthesis of other secondary metabolites",521,"Streptomycin biosynthesis [PATH:ko00521]","HK; hexokinase ","[EC:2.7.1.1]									"
"1459","K00844",76,6,8,0,217,28,14,82,41,49,72,116,1317,"Metabolism","Carbohydrate metabolism",52,"Galactose metabolism [PATH:ko00052]","HK; hexokinase ","[EC:2.7.1.1]									"
"1460","K00844",76,6,8,0,217,28,14,82,41,49,72,116,1248,"Metabolism","Carbohydrate metabolism",51,"Fructose and mannose metabolism [PATH:ko00051]","HK; hexokinase ","[EC:2.7.1.1]									"
"1461","K00844",76,6,8,0,217,28,14,82,41,49,72,116,1,"Metabolism","Overview",1200,"Carbon metabolism [PATH:ko01200]","HK; hexokinase ","[EC:2.7.1.1]									"
"1462","K00844",76,6,8,0,217,28,14,82,41,49,72,116,1489,"Metabolism","Carbohydrate metabolism",500,"Starch and sucrose metabolism [PATH:ko00500]","HK; hexokinase ","[EC:2.7.1.1]									"
"1463","K00844",76,6,8,0,217,28,14,82,41,49,72,116,11720,"Environmental Information Processing","Signal transduction",4066,"HIF-1 signaling pathway [PATH:ko04066]","HK; hexokinase ","[EC:2.7.1.1]									"
"1464","K00844",76,6,8,0,217,28,14,82,41,49,72,116,1591,"Metabolism","Carbohydrate metabolism",520,"Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","HK; hexokinase ","[EC:2.7.1.1]									"
"1465","K00844",76,6,8,0,217,28,14,82,41,49,72,116,917,"Metabolism","Carbohydrate metabolism",10,"Glycolysis / Gluconeogenesis [PATH:ko00010]","HK; hexokinase ","[EC:2.7.1.1]									"
"1466","K00844",76,6,8,0,217,28,14,82,41,49,72,116,7010,"Metabolism","Biosynthesis of other secondary metabolites",524,"Butirosin and neomycin biosynthesis [PATH:ko00524]","HK; hexokinase ","[EC:2.7.1.1]									"
